page,issue_candidate,score,matched_patterns,review_text
20,seller_service,1,"khong ho tro","Kinh nghiệm sử dụng: người bán không hỗ trợ khách hàng. Tôi đã liên hệ với Cocoon qua nhiều kênh, từ Shopee đến tin nhắn trực tiếp, nhưng hoàn toàn không nhận được phản hồi thỏa đáng. Thật thất vọng khi một thương hiệu như Cocoon lại thiếu trách nhiệm với khách hàng đến vậy. Nếu không muốn hỗ trợ thì ít nhất cũng nên đưa ra câu trả lời rõ ràng, thay vì im lặng và đẩy trách nhiệm. Cách làm việc như thế này chỉ khiến khách hàng mất niềm tin và cảm thấy thời gian của mình bị lãng phí!"
21,seller_service,1,"khong ho tro","CSKH thật tệ, không hỗ trợ lại đơn hàng trong khi đó nhắn page thì page bảo có thể nên đơn ở shoppe, song cocoon ở shoppe lại không hỗ trợ vận chuyển lại, chỉ chuyển tin nhắn xin lỗi tự động, hãng lớn mà marketing tệ vậy, coi khách hàng ko có sức nặng như vậy."
22,seller_service,1,"khong tra loi","mình đặt 1 chai nước tẩy trang tặng 1 chai sửa rửa mặt mà lúc nhân hàng chỉ có nước tẩy trang mình nhắn tin cho shop ,shop đang online mà mình hỏi shop không trả lời lâu ơi là lâu shop trả lời là mình phải thêm cái mục tặng kèm mà giờ mình không có cái mục nên mình hỏi shop là mình không có thì mình mất chai srm luôn hay sao mà shop không trả lời luôn trong khi đó shop đang hoạt động mình chờ rất lâu luôn 211k đâu phải không mắc đâu mà chỉ có 1 chai nước tẩy trang,coi như rút kinh nghiệm ,mốt mình sẽ không mua ở shop nữa ,chăm sóc khách hàng siêu tệ"
24,seller_service,1,"khong phan hoi","Sản phẩm: Hàng lỗi hoặc bị hư hỏng Nắp tất cả các sản phẩm không được đóng chặt. Liên hệ shop không phản hồi."
27,seller_service,1,"khong giai quyet","Tiền thanh toán cho shipper rồi nhưng ship lại báo giao nhầm hàng, hàng không được giao đến, nhắn shop và shoppe thì không giải quyết được. Mua nhiều lần nhưng lần đầu cảm thấy không thích cách xử lý như này"
29,seller_service,1,"khong phan hoi","Hay xài sp của cocoon mà chăm sóc khách hàng tệ. Giờ k mua nữa. Giao thiếu nt mấy ngày k phản hồi"
33,seller_service,1,"khong giai quyet","giao hàng thiếu ntin k giải quyết lòng vòng"
34,seller_service,1,"khong giai quyet","Mẹo: tay trang Hương thơm: ko cos Làm đẹp: amr sach Đây là lần cuối cùng mình mua của của shop thật sự rất thất vọng về shop nhắn tin thì không giải quyết cho mình mua 1 tặng 1 mà giao có 1 chai xong kiu mình thao tác sai ủa alo bỏ tiền gấp đôi về mà nhận được như vậy á hả , shop lớn mà làm ăn như vậy á hả :)))))) 0:05"
36,seller_service,1,"khong giai quyet","Sản phẩm: Sản phẩm không như mô tả Làm ăn sống nhăn như qq, giao thiếu hàng nt nói thiếu mà không giải quyết"
36,seller_service,1,"khong giai quyet","Giao thiếu hàng liên hệ shop k giải quyết đặt hai sét gồm hàng tặng giao 1 sét đủ còn 1 sét không 0:59"
