page,issue_candidate,score,matched_patterns,review_text
2,seller_service,2,"khong tra loi; thai do","Tốc độ sạc: thái độ nhân viên kém nhắn tin cần hỗ trợ mấy ngày k trả lời Pin sạc dự phòng Ugreen 10000mAh 20000mAh Powerbank PD3.0 20W QC 3.0 18W Max Sạc nhanh Powerbank cho iPhone 17 Pro Max iPhone 13 Samsung S23 Ultra Samsung S24 Ultra HUAWEI"
3,price_value,1,"khong xung","Lực hút: lực hút quá kém, mặc dù đã cho miếng kim loại to vào rồi. Độ bền: đã vứt Chất lượng sản phẩm quá tệ, keo 3M thì không dính, lực hút thì kém, hàng này không xứng đáng được bán trên sàn. 0:15 Giá đỡ điện thoại từ tính trên ô tô UGREEN có nam châm xoay 360°, kích thước mini, tiện dụng cao cấp, cho iPhone 17/16/15/14 Pro max, Samsung S26/25/S24 Ultra"
3,spam_irrelevant,1,"minh hoa","Kích thước: nhỏ gọn, cầm chắc tay Chất lượng: ok Công USB chỉ có 22.5W thôi nha ae, cổng đó mặc định tối đa các loại tẩu sạc chỉ có nhiêu thôi, không có chuyện 30W như thông số trên này đâu, trên vỏ hộp cũng chỉ ghi có 22.5w thôi, còn lại mọi thứ đều ok. Hình ảnh minh họa thôi 0:12 0:07 UGREEN 30W Sạc Xe Hơi Cổng Kép QC 3.0 Sạc Nhanh Cho iPhone 13 12 Xiaomi Huawei Samsung Supercharge Type C Char"
7,packaging,3,"dong goi so sai; goi so sai; hop mop","Tốc độ sạc: ok Chất liệu: ok Đóng gói sơ sài, hàng điện tử nhưng không bọc chống xốp, đóng vào hộp to hơn sản phẩm khiến sản phẩm không được chắc chắn , va đập nhiều, hộp móp méo trong quá trình vận chuyển Pin sạc dự phòng Ugreen 10000mAh 20000mAh Powerbank PD3.0 20W QC 3.0 18W Max Sạc nhanh Powerbank cho iPhone 17 Pro Max iPhone 13 Samsung S23 Ultra Samsung S24 Ultra HUAWEI"
9,price_value,1,"phi tien","Không dùng được cho iPhone và máy tính. Phí tiền. UGREEN Chính Hãng Type-C Sang 3.5 Mm Jack Tai Nghe Cáp Tai Nghe Bộ Chuyển Đổi Âm Thanh 10cm"
11,seller_service,1,"khong tra loi","Nt không trả lời. Bh hỏi mà làm ăn chán Webcam UGREEN 4K/2K/1080P cho PC Ultra HD 30FPS Web Camera có micrô, Vỏ bảo mật, 70° Fov, PDAF Tự động lấy nét, Bộ chuyển đổi USB A và USB C, Plug & Play, để phát trực tuyến, hội nghị"
11,seller_service,1,"khong tra loi","Hàng chất lượng kém, liên hệ bảo hành thì báo hết sản phẩm để đổi, shop tặng lại voucher mà đặt điều kiện voucher mua lại đúng sản phẩm đó (trong khi shop nói hết) và đặt điều kiện đơn hàng tối thiểu cao x2 giá trị sản phẩm để muốn sử dụng được voucher phải mua 2 sản phẩm. Liên hệ shop không trả lời. Nói chung kiểu như lừa khách hàng. Nên tránh shop này và mua mấy shop VN bảo hành rõ ràng. UGREEN 30W Sạc Xe Hơi Cổng Kép QC 3.0 Sạc Nhanh Cho iPhone 13 12 Xiaomi Huawei Samsung Supercharge Type C Char"
12,wrong_missing_item,1,"thieu day","Gửi thiếu dây"
13,seller_service,1,"khong phan hoi","Sản phẩm trục trặc lúc bắt được blue lúc không. Phản hồi chậm. Trải nghiệm không tốt về sản phẩm này. Ugreen Chuột Bluetooth Không Dây 2.4G 4000 DPI Cho MacBook Tablet Laptop PC"
14,seller_service,2,"khong tra loi; khong ho tro","Hàng lỗi không hỗ trợ, không đổi trả, không trả lời tin nhắn. Mình nhắn từ t7 đến tận t2 tuần sau vẫn ko thấy trả lời. Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac"
