review_id,review_text,sentiment_label,first_issue_label,processed_text
1,"quần rất đẹp , vải gió thoáng mát mặc mùa này là chuẩn bài rồi. hình in đẹp, in chắc chắn giặt máy không lo bong luôn. mình mua cho bố mà bố khen mặc thoải mái với mát lắm ạ, nên mua nha",positive,product_attribute,True,product_quality,free_text_review,real_review,quần rất đẹp vải gió thoáng mát mặc mùa này là chuẩn bài rồi hình in đẹp in chắc chắn giặt máy không lo bong luôn mình mua cho bố mà bố khen mặc thoải mái với mát lắm ạ nên mua nha
2,đẹp đúng với hình ảnh tốt hàng đẹp bận mác mẻ chỉ may đẹp mọi người nên mua nha ưng quá chừng mình mua nhiều lần rồi shop uy tín chất lượng 10 đồng không có nhưng. 69 v,positive,product_quality,True,seller_service,shopee_template_review,real_review,đẹp đúng với hình ảnh tốt hàng đẹp bận mác mẻ chỉ may đẹp mọi người nên mua nha ưng quá chừng mình mua nhiều lần rồi shop uy tín chất lượng 10 đồng không có nhưng 69 v
3,chất lượng sản phẩm tuyệt vời. đóng gói sản phẩm rất đẹp và chắc chắn. shop phục vụ rất tốt. rất đáng tiền. thời gian giao hàng rất nhanh,positive,product_quality,True,shipping_delivery,free_text_review,real_review,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh
4,"đúng 3xl đen+xanh than vải dù co giản mới nhận được hàng 2 cái quần đùi rất đẹp,vải co giản nhẹ mát,đường chỉ may đẹp tỉ mỉ chắc chắn,chất liệu tốt ,có 2 túi quần bên không may dây kéo chắc chắn,sau mông cũng có túi may dây kéo,nhận được quần rất ưng ý nha,cảm ơn shop đã tư vấn nhiệt tình,shop đóng gói kĩ lưỡng,nên mua nha mọi người.",positive,product_quality,True,material_comfort,shopee_template_review,real_review,đúng 3xl đen xanh than vải dù co giản mới nhận được hàng 2 cái quần đùi rất đẹp vải co giản nhẹ mát đường chỉ may đẹp tỉ mỉ chắc chắn chất liệu tốt có 2 túi quần bên không may dây kéo chắc chắn sau mông cũng có túi may dây kéo nhận được quần rất ưng ý nha cảm ơn shop đã tư vấn nhiệt tình shop đóng gói kĩ lưỡng nên mua nha mọi người
5,"đen vải thoáng mát, đường may chắc chắn. đã mua ủng hộ 2 lần, shop làm ăn uy tín, giao thiếu là giao bổ sung liền",positive,wrong_missing_item,True,material_comfort,shopee_template_review,real_review,đen vải thoáng mát đường may chắc chắn đã mua ủng hộ 2 lần shop làm ăn uy tín giao thiếu là giao bổ sung liền
6,"quần mặc dễ chịu, thoáng mát so với giá tiền mà chất này thì quá rẻ luôn, đánh 5 cho shop sẽ ghé lại",positive,price_value,True,material_comfort,free_text_review,real_review,quần mặc dễ chịu thoáng mát so với giá tiền mà chất này thì quá rẻ luôn đánh 5 cho shop sẽ ghé lại
7,"đúng với mô tả đen, tím than nilong giao hàng nhanh, shipper nhiệt tình, hàng như mô tả, không có chỉ thừa, quần nhẹ, chắc mặc mùa hè sẽ nóng nhưng vẫn cho shop",positive,shipping_delivery,True,color_design,shopee_template_review,real_review,đúng với mô tả đen tím than nilong giao hàng nhanh shipper nhiệt tình hàng như mô tả không có chỉ thừa quần nhẹ chắc mặc mùa hè sẽ nóng nhưng vẫn cho shop
8,"oke oke oke hàng đẹp, vừa khít, đúng side đường may đẹp chất lượng giá bình dân giao hàng nhanh chóng cảm ơn nhiều nhiều hẹn gặp lại",positive,product_quality,True,size_fit,shopee_template_review,real_review,oke oke oke hàng đẹp vừa khít đúng side đường may đẹp chất lượng giá bình dân giao hàng nhanh chóng cảm ơn nhiều nhiều hẹn gặp lại
9,"đúng gió nhẹ đúng mô tả sản phẩm đẹp, form dáng ok, chuẩn size, đường may chắc chắn không có chỉ thừa, 3 túi đều có khoá kéo, túi may cũng chắc chắn, nên mua các bạn nhé, sẽ ủng hộ thêm",positive,product_quality,True,size_fit,shopee_template_review,real_review,đúng gió nhẹ đúng mô tả sản phẩm đẹp form dáng ok chuẩn size đường may chắc chắn không có chỉ thừa 3 túi đều có khoá kéo túi may cũng chắc chắn nên mua các bạn nhé sẽ ủng hộ thêm
10,hàng về rất ưng. đúng với mô tả mình tron ghi và đen chất vải mềm và đẹp shop đóng gói cẩn thận và giao hàng nhanh. hàng về mặc rất vừa. mình đã mua nhiều của shop lần nào về cũng ưng lần sau có áo đẹp lại mua tiếp. vừa rồi mua đôi quần rồi 5 e3y 85 ac3,positive,product_attribute,True,material_comfort,shopee_template_review,real_review,hàng về rất ưng đúng với mô tả mình tron ghi và đen chất vải mềm và đẹp shop đóng gói cẩn thận và giao hàng nhanh hàng về mặc rất vừa mình đã mua nhiều của shop lần nào về cũng ưng lần sau có áo đẹp lại mua tiếp vừa rồi mua đôi quần rồi 5 e3y 85 ac3
